production_record_id,machine_id,line_id,product_id,production_date,shift,planned_quantity,actual_quantity,efficiency_percentage
PRODREC-0000720,MCH-001-03-04,LINE-001-03,PROD-006,2026-01-30,A,98,94,96.66
PRODREC-0000721,MCH-002-01-01,LINE-002-01,PROD-002,2026-01-01,B,90,86,96.16
PRODREC-0000722,MCH-002-01-01,LINE-002-01,PROD-004,2026-01-01,B,115,94,82.08
PRODREC-0000723,MCH-002-01-01,LINE-002-01,PROD-006,2026-01-02,C,95,88,92.95
PRODREC-0000724,MCH-002-01-01,LINE-002-01,PROD-002,2026-01-02,A,123,99,80.95
PRODREC-0000725,MCH-002-01-01,LINE-002-01,PROD-001,2026-01-03,A,128,114,89.77
PRODREC-0000726,MCH-002-01-01,LINE-002-01,PROD-001,2026-01-03,C,83,77,93.74
PRODREC-0000727,MCH-002-01-01,LINE-002-01,PROD-009,2026-01-04,B,107,98,91.77
PRODREC-0000728,MCH-002-01-01,LINE-002-01,PROD-010,2026-01-04,C,82,70,86.23
PRODREC-0000729,MCH-002-01-01,LINE-002-01,PROD-003,2026-01-05,A,104,88,84.9
PRODREC-0000730,MCH-002-01-01,LINE-002-01,PROD-002,2026-01-05,C,90,87,97.47
PRODREC-0000731,MCH-002-01-01,LINE-002-01,PROD-009,2026-01-06,B,149,136,91.87
PRODREC-0000732,MCH-002-01-01,LINE-002-01,PROD-007,2026-01-06,B,144,123,85.99
PRODREC-0000733,MCH-002-01-01,LINE-002-01,PROD-003,2026-01-07,C,93,84,90.8
PRODREC-0000734,MCH-002-01-01,LINE-002-01,PROD-001,2026-01-07,B,139,130,93.65
PRODREC-0000735,MCH-002-01-01,LINE-002-01,PROD-001,2026-01-08,C,118,118,100.0
PRODREC-0000736,MCH-002-01-01,LINE-002-01,PROD-004,2026-01-08,C,126,106,84.72
PRODREC-0000737,MCH-002-01-01,LINE-002-01,PROD-005,2026-01-09,A,133,70,52.71
PRODREC-0000738,MCH-002-01-01,LINE-002-01,PROD-007,2026-01-09,B,139,67,48.58
PRODREC-0000739,MCH-002-01-01,LINE-002-01,PROD-006,2026-01-10,B,149,118,79.25
PRODREC-0000740,MCH-002-01-01,LINE-002-01,PROD-010,2026-01-10,C,81,70,87.42
PRODREC-0000741,MCH-002-01-01,LINE-002-01,PROD-002,2026-01-11,B,101,95,94.95
PRODREC-0000742,MCH-002-01-01,LINE-002-01,PROD-007,2026-01-11,C,82,63,77.7
PRODREC-0000743,MCH-002-01-01,LINE-002-01,PROD-001,2026-01-12,B,105,95,91.08
PRODREC-0000744,MCH-002-01-01,LINE-002-01,PROD-007,2026-01-12,C,138,124,90.16
PRODREC-0000745,MCH-002-01-01,LINE-002-01,PROD-001,2026-01-13,C,96,88,91.67
PRODREC-0000746,MCH-002-01-01,LINE-002-01,PROD-006,2026-01-13,C,133,132,99.77
PRODREC-0000747,MCH-002-01-01,LINE-002-01,PROD-004,2026-01-14,C,142,79,55.84
PRODREC-0000748,MCH-002-01-01,LINE-002-01,PROD-010,2026-01-14,B,142,67,47.74
PRODREC-0000749,MCH-002-01-01,LINE-002-01,PROD-002,2026-01-15,A,95,78,82.71
PRODREC-0000750,MCH-002-01-01,LINE-002-01,PROD-001,2026-01-15,C,91,78,86.5
PRODREC-0000751,MCH-002-01-01,LINE-002-01,PROD-004,2026-01-16,C,109,98,90.47
PRODREC-0000752,MCH-002-01-01,LINE-002-01,PROD-001,2026-01-16,C,95,87,91.82
PRODREC-0000753,MCH-002-01-01,LINE-002-01,PROD-004,2026-01-17,C,135,128,94.91
PRODREC-0000754,MCH-002-01-01,LINE-002-01,PROD-002,2026-01-17,B,114,97,85.76
PRODREC-0000755,MCH-002-01-01,LINE-002-01,PROD-010,2026-01-18,A,100,81,81.57
PRODREC-0000756,MCH-002-01-01,LINE-002-01,PROD-007,2026-01-18,B,82,76,93.72
PRODREC-0000757,MCH-002-01-01,LINE-002-01,PROD-002,2026-01-19,B,113,100,89.11
PRODREC-0000758,MCH-002-01-01,LINE-002-01,PROD-008,2026-01-19,C,118,104,88.14
PRODREC-0000759,MCH-002-01-01,LINE-002-01,PROD-006,2026-01-20,C,117,108,92.87
PRODREC-0000760,MCH-002-01-01,LINE-002-01,PROD-009,2026-01-20,B,129,107,83.33
PRODREC-0000761,MCH-002-01-01,LINE-002-01,PROD-009,2026-01-21,C,92,85,93.26
PRODREC-0000762,MCH-002-01-01,LINE-002-01,PROD-003,2026-01-21,B,88,77,88.47
PRODREC-0000763,MCH-002-01-01,LINE-002-01,PROD-007,2026-01-22,C,106,89,83.98
PRODREC-0000764,MCH-002-01-01,LINE-002-01,PROD-008,2026-01-22,A,120,104,87.27
PRODREC-0000765,MCH-002-01-01,LINE-002-01,PROD-002,2026-01-23,B,100,83,83.86
PRODREC-0000766,MCH-002-01-01,LINE-002-01,PROD-005,2026-01-23,C,120,115,96.52
PRODREC-0000767,MCH-002-01-01,LINE-002-01,PROD-010,2026-01-24,B,147,130,88.69
PRODREC-0000768,MCH-002-01-01,LINE-002-01,PROD-006,2026-01-24,A,135,126,93.42
PRODREC-0000769,MCH-002-01-01,LINE-002-01,PROD-010,2026-01-25,B,87,82,95.05
PRODREC-0000770,MCH-002-01-01,LINE-002-01,PROD-005,2026-01-25,A,132,119,90.48
PRODREC-0000771,MCH-002-01-01,LINE-002-01,PROD-004,2026-01-26,B,83,75,91.27
PRODREC-0000772,MCH-002-01-01,LINE-002-01,PROD-006,2026-01-26,B,96,89,92.78
PRODREC-0000773,MCH-002-01-01,LINE-002-01,PROD-003,2026-01-27,C,119,98,82.44
PRODREC-0000774,MCH-002-01-01,LINE-002-01,PROD-005,2026-01-27,B,93,82,89.01
PRODREC-0000775,MCH-002-01-01,LINE-002-01,PROD-003,2026-01-28,B,84,73,87.89
PRODREC-0000776,MCH-002-01-01,LINE-002-01,PROD-001,2026-01-28,C,135,130,96.75
PRODREC-0000777,MCH-002-01-01,LINE-002-01,PROD-007,2026-01-29,A,135,127,94.58
PRODREC-0000778,MCH-002-01-01,LINE-002-01,PROD-006,2026-01-29,B,141,140,99.7
PRODREC-0000779,MCH-002-01-01,LINE-002-01,PROD-004,2026-01-30,C,149,142,95.42
PRODREC-0000780,MCH-002-01-01,LINE-002-01,PROD-002,2026-01-30,C,143,123,86.39
PRODREC-0000781,MCH-002-01-02,LINE-002-01,PROD-004,2026-01-01,B,98,84,86.11
PRODREC-0000782,MCH-002-01-02,LINE-002-01,PROD-007,2026-01-01,C,134,109,81.88
PRODREC-0000783,MCH-002-01-02,LINE-002-01,PROD-008,2026-01-02,C,148,121,82.0
PRODREC-0000784,MCH-002-01-02,LINE-002-01,PROD-006,2026-01-02,B,147,128,87.35
PRODREC-0000785,MCH-002-01-02,LINE-002-01,PROD-005,2026-01-03,A,147,135,91.88
PRODREC-0000786,MCH-002-01-02,LINE-002-01,PROD-008,2026-01-03,A,85,81,95.97
PRODREC-0000787,MCH-002-01-02,LINE-002-01,PROD-003,2026-01-04,C,109,93,86.05
PRODREC-0000788,MCH-002-01-02,LINE-002-01,PROD-010,2026-01-04,A,108,88,81.5
PRODREC-0000789,MCH-002-01-02,LINE-002-01,PROD-005,2026-01-05,A,83,75,90.72
PRODREC-0000790,MCH-002-01-02,LINE-002-01,PROD-001,2026-01-05,C,128,108,84.48
PRODREC-0000791,MCH-002-01-02,LINE-002-01,PROD-001,2026-01-06,C,118,109,92.72
PRODREC-0000792,MCH-002-01-02,LINE-002-01,PROD-001,2026-01-06,C,91,82,90.37
PRODREC-0000793,MCH-002-01-02,LINE-002-01,PROD-008,2026-01-07,B,83,77,93.72
PRODREC-0000794,MCH-002-01-02,LINE-002-01,PROD-007,2026-01-07,A,125,109,87.47
PRODREC-0000795,MCH-002-01-02,LINE-002-01,PROD-009,2026-01-08,C,120,103,86.14
PRODREC-0000796,MCH-002-01-02,LINE-002-01,PROD-005,2026-01-08,C,138,126,91.6
PRODREC-0000797,MCH-002-01-02,LINE-002-01,PROD-009,2026-01-09,B,92,73,79.7
PRODREC-0000798,MCH-002-01-02,LINE-002-01,PROD-002,2026-01-09,B,80,69,86.46
PRODREC-0000799,MCH-002-01-02,LINE-002-01,PROD-005,2026-01-10,A,132,109,83.31
PRODREC-0000800,MCH-002-01-02,LINE-002-01,PROD-010,2026-01-10,A,118,111,94.27
PRODREC-0000801,MCH-002-01-02,LINE-002-01,PROD-008,2026-01-11,A,96,91,94.98
PRODREC-0000802,MCH-002-01-02,LINE-002-01,PROD-005,2026-01-11,A,83,74,90.14
PRODREC-0000803,MCH-002-01-02,LINE-002-01,PROD-007,2026-01-12,B,140,127,91.05
PRODREC-0000804,MCH-002-01-02,LINE-002-01,PROD-010,2026-01-12,C,135,113,84.09
PRODREC-0000805,MCH-002-01-02,LINE-002-01,PROD-010,2026-01-13,C,119,104,87.6
PRODREC-0000806,MCH-002-01-02,LINE-002-01,PROD-002,2026-01-13,A,145,138,95.64
PRODREC-0000807,MCH-002-01-02,LINE-002-01,PROD-010,2026-01-14,A,95,87,92.2
PRODREC-0000808,MCH-002-01-02,LINE-002-01,PROD-002,2026-01-14,A,83,70,84.65
PRODREC-0000809,MCH-002-01-02,LINE-002-01,PROD-002,2026-01-15,B,136,117,86.16
PRODREC-0000810,MCH-002-01-02,LINE-002-01,PROD-009,2026-01-15,A,95,86,91.17
PRODREC-0000811,MCH-002-01-02,LINE-002-01,PROD-009,2026-01-16,B,109,87,80.18
PRODREC-0000812,MCH-002-01-02,LINE-002-01,PROD-007,2026-01-16,C,143,114,79.88
PRODREC-0000813,MCH-002-01-02,LINE-002-01,PROD-010,2026-01-17,B,130,118,91.43
PRODREC-0000814,MCH-002-01-02,LINE-002-01,PROD-007,2026-01-17,A,144,118,82.19
PRODREC-0000815,MCH-002-01-02,LINE-002-01,PROD-005,2026-01-18,B,118,97,82.91
PRODREC-0000816,MCH-002-01-02,LINE-002-01,PROD-010,2026-01-18,B,134,112,83.75
PRODREC-0000817,MCH-002-01-02,LINE-002-01,PROD-008,2026-01-19,B,139,109,79.1
PRODREC-0000818,MCH-002-01-02,LINE-002-01,PROD-007,2026-01-19,A,106,87,82.15
PRODREC-0000819,MCH-002-01-02,LINE-002-01,PROD-003,2026-01-20,B,101,80,79.89
PRODREC-0000820,MCH-002-01-02,LINE-002-01,PROD-001,2026-01-20,C,142,126,89.4
PRODREC-0000821,MCH-002-01-02,LINE-002-01,PROD-008,2026-01-21,C,83,75,90.91
PRODREC-0000822,MCH-002-01-02,LINE-002-01,PROD-008,2026-01-21,A,83,62,75.35
PRODREC-0000823,MCH-002-01-02,LINE-002-01,PROD-003,2026-01-22,A,139,116,83.67
PRODREC-0000824,MCH-002-01-02,LINE-002-01,PROD-005,2026-01-22,A,110,94,85.55
PRODREC-0000825,MCH-002-01-02,LINE-002-01,PROD-007,2026-01-23,C,134,132,98.65
PRODREC-0000826,MCH-002-01-02,LINE-002-01,PROD-002,2026-01-23,A,136,119,87.85
PRODREC-0000827,MCH-002-01-02,LINE-002-01,PROD-009,2026-01-24,B,134,110,82.25
PRODREC-0000828,MCH-002-01-02,LINE-002-01,PROD-002,2026-01-24,B,143,122,85.71
PRODREC-0000829,MCH-002-01-02,LINE-002-01,PROD-003,2026-01-25,B,147,117,80.2
PRODREC-0000830,MCH-002-01-02,LINE-002-01,PROD-001,2026-01-25,B,86,65,75.76
PRODREC-0000831,MCH-002-01-02,LINE-002-01,PROD-008,2026-01-26,B,125,102,82.12
PRODREC-0000832,MCH-002-01-02,LINE-002-01,PROD-009,2026-01-26,B,102,94,92.16
PRODREC-0000833,MCH-002-01-02,LINE-002-01,PROD-002,2026-01-27,C,101,83,82.36
PRODREC-0000834,MCH-002-01-02,LINE-002-01,PROD-008,2026-01-27,B,142,128,90.25
PRODREC-0000835,MCH-002-01-02,LINE-002-01,PROD-001,2026-01-28,B,86,71,82.8
PRODREC-0000836,MCH-002-01-02,LINE-002-01,PROD-006,2026-01-28,A,96,82,85.56
PRODREC-0000837,MCH-002-01-02,LINE-002-01,PROD-001,2026-01-29,C,140,127,91.33
PRODREC-0000838,MCH-002-01-02,LINE-002-01,PROD-007,2026-01-29,B,148,122,82.81
PRODREC-0000839,MCH-002-01-02,LINE-002-01,PROD-001,2026-01-30,C,81,73,90.41
PRODREC-0000840,MCH-002-01-02,LINE-002-01,PROD-001,2026-01-30,A,117,109,93.32
PRODREC-0000841,MCH-002-01-03,LINE-002-01,PROD-007,2026-01-01,B,129,123,95.6
PRODREC-0000842,MCH-002-01-03,LINE-002-01,PROD-008,2026-01-01,B,93,84,90.96
PRODREC-0000843,MCH-002-01-03,LINE-002-01,PROD-010,2026-01-02,C,122,113,93.38
PRODREC-0000844,MCH-002-01-03,LINE-002-01,PROD-009,2026-01-02,C,144,138,96.06
PRODREC-0000845,MCH-002-01-03,LINE-002-01,PROD-001,2026-01-03,C,148,146,98.84
PRODREC-0000846,MCH-002-01-03,LINE-002-01,PROD-009,2026-01-03,C,136,136,100.0
PRODREC-0000847,MCH-002-01-03,LINE-002-01,PROD-006,2026-01-04,A,136,132,97.25
PRODREC-0000848,MCH-002-01-03,LINE-002-01,PROD-002,2026-01-04,A,80,80,100.0
PRODREC-0000849,MCH-002-01-03,LINE-002-01,PROD-002,2026-01-05,C,118,114,97.23
PRODREC-0000850,MCH-002-01-03,LINE-002-01,PROD-009,2026-01-05,B,148,134,90.99
PRODREC-0000851,MCH-002-01-03,LINE-002-01,PROD-008,2026-01-06,A,106,106,100.0
PRODREC-0000852,MCH-002-01-03,LINE-002-01,PROD-006,2026-01-06,C,116,108,93.94
PRODREC-0000853,MCH-002-01-03,LINE-002-01,PROD-009,2026-01-07,A,85,77,91.45
PRODREC-0000854,MCH-002-01-03,LINE-002-01,PROD-002,2026-01-07,C,85,83,98.46
PRODREC-0000855,MCH-002-01-03,LINE-002-01,PROD-003,2026-01-08,B,144,128,89.06
PRODREC-0000856,MCH-002-01-03,LINE-002-01,PROD-009,2026-01-08,B,85,78,91.92
PRODREC-0000857,MCH-002-01-03,LINE-002-01,PROD-007,2026-01-09,B,95,82,86.99
PRODREC-0000858,MCH-002-01-03,LINE-002-01,PROD-010,2026-01-09,B,115,102,89.54
PRODREC-0000859,MCH-002-01-03,LINE-002-01,PROD-007,2026-01-10,B,133,118,89.43
PRODREC-0000860,MCH-002-01-03,LINE-002-01,PROD-008,2026-01-10,B,143,135,94.44
PRODREC-0000861,MCH-002-01-03,LINE-002-01,PROD-006,2026-01-11,C,98,87,89.7
PRODREC-0000862,MCH-002-01-03,LINE-002-01,PROD-001,2026-01-11,A,127,118,93.63
PRODREC-0000863,MCH-002-01-03,LINE-002-01,PROD-008,2026-01-12,A,82,75,92.59
PRODREC-0000864,MCH-002-01-03,LINE-002-01,PROD-001,2026-01-12,A,81,80,99.32
PRODREC-0000865,MCH-002-01-03,LINE-002-01,PROD-005,2026-01-13,B,130,123,95.16
PRODREC-0000866,MCH-002-01-03,LINE-002-01,PROD-001,2026-01-13,B,137,131,95.7
PRODREC-0000867,MCH-002-01-03,LINE-002-01,PROD-004,2026-01-14,A,96,96,100.0
PRODREC-0000868,MCH-002-01-03,LINE-002-01,PROD-002,2026-01-14,B,112,112,100.0
PRODREC-0000869,MCH-002-01-03,LINE-002-01,PROD-003,2026-01-15,A,120,113,94.75
PRODREC-0000870,MCH-002-01-03,LINE-002-01,PROD-005,2026-01-15,B,97,90,93.37
PRODREC-0000871,MCH-002-01-03,LINE-002-01,PROD-002,2026-01-16,B,103,103,100.0
PRODREC-0000872,MCH-002-01-03,LINE-002-01,PROD-001,2026-01-16,B,130,127,97.73
PRODREC-0000873,MCH-002-01-03,LINE-002-01,PROD-003,2026-01-17,C,117,113,96.79
PRODREC-0000874,MCH-002-01-03,LINE-002-01,PROD-007,2026-01-17,C,109,107,98.28
PRODREC-0000875,MCH-002-01-03,LINE-002-01,PROD-002,2026-01-18,B,107,99,93.02
PRODREC-0000876,MCH-002-01-03,LINE-002-01,PROD-007,2026-01-18,C,126,121,96.53
PRODREC-0000877,MCH-002-01-03,LINE-002-01,PROD-007,2026-01-19,C,130,123,95.02
PRODREC-0000878,MCH-002-01-03,LINE-002-01,PROD-010,2026-01-19,C,102,102,100.0
PRODREC-0000879,MCH-002-01-03,LINE-002-01,PROD-007,2026-01-20,B,100,97,97.59
PRODREC-0000880,MCH-002-01-03,LINE-002-01,PROD-002,2026-01-20,A,101,96,95.86
PRODREC-0000881,MCH-002-01-03,LINE-002-01,PROD-001,2026-01-21,A,94,91,97.39
PRODREC-0000882,MCH-002-01-03,LINE-002-01,PROD-001,2026-01-21,B,92,92,100.0
PRODREC-0000883,MCH-002-01-03,LINE-002-01,PROD-010,2026-01-22,A,105,95,91.23
PRODREC-0000884,MCH-002-01-03,LINE-002-01,PROD-008,2026-01-22,B,132,125,94.92
PRODREC-0000885,MCH-002-01-03,LINE-002-01,PROD-004,2026-01-23,C,145,138,95.53
PRODREC-0000886,MCH-002-01-03,LINE-002-01,PROD-010,2026-01-23,C,147,140,95.82
PRODREC-0000887,MCH-002-01-03,LINE-002-01,PROD-001,2026-01-24,C,134,126,94.48
PRODREC-0000888,MCH-002-01-03,LINE-002-01,PROD-005,2026-01-24,A,110,94,85.83
PRODREC-0000889,MCH-002-01-03,LINE-002-01,PROD-005,2026-01-25,A,98,98,100.0
PRODREC-0000890,MCH-002-01-03,LINE-002-01,PROD-008,2026-01-25,B,94,80,85.45
PRODREC-0000891,MCH-002-01-03,LINE-002-01,PROD-003,2026-01-26,B,134,134,100.0
PRODREC-0000892,MCH-002-01-03,LINE-002-01,PROD-001,2026-01-26,C,111,104,94.26
PRODREC-0000893,MCH-002-01-03,LINE-002-01,PROD-003,2026-01-27,C,115,104,90.47
PRODREC-0000894,MCH-002-01-03,LINE-002-01,PROD-003,2026-01-27,A,126,116,92.65
PRODREC-0000895,MCH-002-01-03,LINE-002-01,PROD-008,2026-01-28,A,108,100,93.26
PRODREC-0000896,MCH-002-01-03,LINE-002-01,PROD-004,2026-01-28,C,117,111,95.23
PRODREC-0000897,MCH-002-01-03,LINE-002-01,PROD-007,2026-01-29,B,130,126,97.0
PRODREC-0000898,MCH-002-01-03,LINE-002-01,PROD-008,2026-01-29,B,109,90,83.33
PRODREC-0000899,MCH-002-01-03,LINE-002-01,PROD-003,2026-01-30,C,101,97,97.01
PRODREC-0000900,MCH-002-01-03,LINE-002-01,PROD-002,2026-01-30,A,144,132,91.76
PRODREC-0000901,MCH-002-01-04,LINE-002-01,PROD-003,2026-01-01,A,134,123,91.8
PRODREC-0000902,MCH-002-01-04,LINE-002-01,PROD-002,2026-01-01,B,131,118,90.09
PRODREC-0000903,MCH-002-01-04,LINE-002-01,PROD-008,2026-01-02,B,104,98,94.51
PRODREC-0000904,MCH-002-01-04,LINE-002-01,PROD-001,2026-01-02,A,113,98,87.32
PRODREC-0000905,MCH-002-01-04,LINE-002-01,PROD-007,2026-01-03,A,148,136,92.39
PRODREC-0000906,MCH-002-01-04,LINE-002-01,PROD-002,2026-01-03,B,88,78,89.26
PRODREC-0000907,MCH-002-01-04,LINE-002-01,PROD-008,2026-01-04,A,113,108,95.95
PRODREC-0000908,MCH-002-01-04,LINE-002-01,PROD-005,2026-01-04,C,115,103,90.43
PRODREC-0000909,MCH-002-01-04,LINE-002-01,PROD-003,2026-01-05,C,131,123,94.55
PRODREC-0000910,MCH-002-01-04,LINE-002-01,PROD-009,2026-01-05,B,91,79,87.4
PRODREC-0000911,MCH-002-01-04,LINE-002-01,PROD-006,2026-01-06,A,119,116,97.63
PRODREC-0000912,MCH-002-01-04,LINE-002-01,PROD-007,2026-01-06,B,102,94,92.87
PRODREC-0000913,MCH-002-01-04,LINE-002-01,PROD-006,2026-01-07,B,93,87,93.64
PRODREC-0000914,MCH-002-01-04,LINE-002-01,PROD-009,2026-01-07,C,93,87,94.04
PRODREC-0000915,MCH-002-01-04,LINE-002-01,PROD-009,2026-01-08,A,133,122,92.4
PRODREC-0000916,MCH-002-01-04,LINE-002-01,PROD-004,2026-01-08,B,93,84,91.09
PRODREC-0000917,MCH-002-01-04,LINE-002-01,PROD-001,2026-01-09,A,115,104,90.94
PRODREC-0000918,MCH-002-01-04,LINE-002-01,PROD-006,2026-01-09,B,109,98,90.35
PRODREC-0000919,MCH-002-01-04,LINE-002-01,PROD-001,2026-01-10,A,131,125,95.81
PRODREC-0000920,MCH-002-01-04,LINE-002-01,PROD-005,2026-01-10,C,105,97,92.4
PRODREC-0000921,MCH-002-01-04,LINE-002-01,PROD-008,2026-01-11,A,81,70,86.56
PRODREC-0000922,MCH-002-01-04,LINE-002-01,PROD-005,2026-01-11,C,135,131,97.75
PRODREC-0000923,MCH-002-01-04,LINE-002-01,PROD-002,2026-01-12,B,122,109,90.11
PRODREC-0000924,MCH-002-01-04,LINE-002-01,PROD-004,2026-01-12,C,120,120,100.0
PRODREC-0000925,MCH-002-01-04,LINE-002-01,PROD-008,2026-01-13,A,137,126,92.61
PRODREC-0000926,MCH-002-01-04,LINE-002-01,PROD-004,2026-01-13,C,108,95,88.86
PRODREC-0000927,MCH-002-01-04,LINE-002-01,PROD-008,2026-01-14,C,103,94,91.88
PRODREC-0000928,MCH-002-01-04,LINE-002-01,PROD-008,2026-01-14,C,82,76,93.9
PRODREC-0000929,MCH-002-01-04,LINE-002-01,PROD-003,2026-01-15,C,142,134,94.58
PRODREC-0000930,MCH-002-01-04,LINE-002-01,PROD-009,2026-01-15,C,96,86,90.36
PRODREC-0000931,MCH-002-01-04,LINE-002-01,PROD-007,2026-01-16,A,138,117,85.14
PRODREC-0000932,MCH-002-01-04,LINE-002-01,PROD-004,2026-01-16,A,148,127,85.95
PRODREC-0000933,MCH-002-01-04,LINE-002-01,PROD-002,2026-01-17,B,146,137,93.99
PRODREC-0000934,MCH-002-01-04,LINE-002-01,PROD-001,2026-01-17,A,134,120,90.1
PRODREC-0000935,MCH-002-01-04,LINE-002-01,PROD-001,2026-01-18,B,118,102,86.68
PRODREC-0000936,MCH-002-01-04,LINE-002-01,PROD-010,2026-01-18,B,114,106,93.37
PRODREC-0000937,MCH-002-01-04,LINE-002-01,PROD-002,2026-01-19,C,88,79,90.9
PRODREC-0000938,MCH-002-01-04,LINE-002-01,PROD-009,2026-01-19,B,124,118,95.77
PRODREC-0000939,MCH-002-01-04,LINE-002-01,PROD-006,2026-01-20,A,126,110,87.88
PRODREC-0000940,MCH-002-01-04,LINE-002-01,PROD-002,2026-01-20,B,90,85,94.63
PRODREC-0000941,MCH-002-01-04,LINE-002-01,PROD-003,2026-01-21,B,89,83,93.51
PRODREC-0000942,MCH-002-01-04,LINE-002-01,PROD-001,2026-01-21,C,88,82,93.78
PRODREC-0000943,MCH-002-01-04,LINE-002-01,PROD-008,2026-01-22,B,98,54,55.32
PRODREC-0000944,MCH-002-01-04,LINE-002-01,PROD-005,2026-01-22,B,146,98,67.3
PRODREC-0000945,MCH-002-01-04,LINE-002-01,PROD-008,2026-01-23,A,127,116,91.43
PRODREC-0000946,MCH-002-01-04,LINE-002-01,PROD-008,2026-01-23,A,143,142,99.71
PRODREC-0000947,MCH-002-01-04,LINE-002-01,PROD-007,2026-01-24,B,142,127,89.92
PRODREC-0000948,MCH-002-01-04,LINE-002-01,PROD-002,2026-01-24,A,140,123,88.27
PRODREC-0000949,MCH-002-01-04,LINE-002-01,PROD-002,2026-01-25,C,143,127,89.21
PRODREC-0000950,MCH-002-01-04,LINE-002-01,PROD-006,2026-01-25,C,140,130,92.95
PRODREC-0000951,MCH-002-01-04,LINE-002-01,PROD-005,2026-01-26,B,80,78,98.14
PRODREC-0000952,MCH-002-01-04,LINE-002-01,PROD-002,2026-01-26,A,80,79,98.84
PRODREC-0000953,MCH-002-01-04,LINE-002-01,PROD-009,2026-01-27,A,88,80,91.71
PRODREC-0000954,MCH-002-01-04,LINE-002-01,PROD-001,2026-01-27,A,138,126,91.68
PRODREC-0000955,MCH-002-01-04,LINE-002-01,PROD-009,2026-01-28,A,108,98,90.83
PRODREC-0000956,MCH-002-01-04,LINE-002-01,PROD-007,2026-01-28,B,120,113,94.86
PRODREC-0000957,MCH-002-01-04,LINE-002-01,PROD-006,2026-01-29,A,134,134,100.0
PRODREC-0000958,MCH-002-01-04,LINE-002-01,PROD-001,2026-01-29,C,125,115,92.41
PRODREC-0000959,MCH-002-01-04,LINE-002-01,PROD-002,2026-01-30,B,149,141,94.69
PRODREC-0000960,MCH-002-01-04,LINE-002-01,PROD-005,2026-01-30,B,88,85,97.19
PRODREC-0000961,MCH-002-02-01,LINE-002-02,PROD-002,2026-01-01,A,105,93,89.33
PRODREC-0000962,MCH-002-02-01,LINE-002-02,PROD-003,2026-01-01,B,137,125,91.83
PRODREC-0000963,MCH-002-02-01,LINE-002-02,PROD-004,2026-01-02,C,104,97,94.07
PRODREC-0000964,MCH-002-02-01,LINE-002-02,PROD-003,2026-01-02,A,144,131,91.63
PRODREC-0000965,MCH-002-02-01,LINE-002-02,PROD-005,2026-01-03,B,99,94,95.71
PRODREC-0000966,MCH-002-02-01,LINE-002-02,PROD-004,2026-01-03,B,134,122,91.16
PRODREC-0000967,MCH-002-02-01,LINE-002-02,PROD-001,2026-01-04,A,112,108,96.51
PRODREC-0000968,MCH-002-02-01,LINE-002-02,PROD-010,2026-01-04,A,96,86,89.68
PRODREC-0000969,MCH-002-02-01,LINE-002-02,PROD-001,2026-01-05,B,114,70,61.71
PRODREC-0000970,MCH-002-02-01,LINE-002-02,PROD-010,2026-01-05,A,131,72,55.55
PRODREC-0000971,MCH-002-02-01,LINE-002-02,PROD-002,2026-01-06,A,135,118,88.11
PRODREC-0000972,MCH-002-02-01,LINE-002-02,PROD-006,2026-01-06,C,124,124,100.0
PRODREC-0000973,MCH-002-02-01,LINE-002-02,PROD-010,2026-01-07,C,147,147,100.0
PRODREC-0000974,MCH-002-02-01,LINE-002-02,PROD-010,2026-01-07,C,83,83,100.0
PRODREC-0000975,MCH-002-02-01,LINE-002-02,PROD-008,2026-01-08,A,141,133,94.56
PRODREC-0000976,MCH-002-02-01,LINE-002-02,PROD-006,2026-01-08,A,135,120,89.52
PRODREC-0000977,MCH-002-02-01,LINE-002-02,PROD-002,2026-01-09,B,127,106,84.01
PRODREC-0000978,MCH-002-02-01,LINE-002-02,PROD-003,2026-01-09,A,117,105,90.01
PRODREC-0000979,MCH-002-02-01,LINE-002-02,PROD-009,2026-01-10,C,81,70,87.6
PRODREC-0000980,MCH-002-02-01,LINE-002-02,PROD-006,2026-01-10,B,112,105,93.94
PRODREC-0000981,MCH-002-02-01,LINE-002-02,PROD-002,2026-01-11,C,123,117,95.32
PRODREC-0000982,MCH-002-02-01,LINE-002-02,PROD-001,2026-01-11,B,136,122,89.94
PRODREC-0000983,MCH-002-02-01,LINE-002-02,PROD-004,2026-01-12,B,83,68,82.5
PRODREC-0000984,MCH-002-02-01,LINE-002-02,PROD-003,2026-01-12,B,116,107,92.26
PRODREC-0000985,MCH-002-02-01,LINE-002-02,PROD-004,2026-01-13,A,120,110,92.39
PRODREC-0000986,MCH-002-02-01,LINE-002-02,PROD-003,2026-01-13,B,123,116,94.72
PRODREC-0000987,MCH-002-02-01,LINE-002-02,PROD-008,2026-01-14,B,135,125,92.99
PRODREC-0000988,MCH-002-02-01,LINE-002-02,PROD-008,2026-01-14,C,115,108,93.93
PRODREC-0000989,MCH-002-02-01,LINE-002-02,PROD-003,2026-01-15,A,140,111,79.99
PRODREC-0000990,MCH-002-02-01,LINE-002-02,PROD-001,2026-01-15,B,130,104,80.64
PRODREC-0000991,MCH-002-02-01,LINE-002-02,PROD-008,2026-01-16,A,128,118,92.89
PRODREC-0000992,MCH-002-02-01,LINE-002-02,PROD-003,2026-01-16,B,105,99,94.48
