inspection_id,machine_id,product_id,inspection_date,defect_found,defect_type,quality_score
INSP-0000364,MCH-003-03-03,PROD-010,2026-01-02,False,,90.41
INSP-0000365,MCH-003-03-03,PROD-007,2026-01-05,False,,91.04
INSP-0000366,MCH-003-03-03,PROD-003,2026-01-06,False,,95.63
INSP-0000367,MCH-003-03-03,PROD-005,2026-01-09,False,,90.75
INSP-0000368,MCH-003-03-03,PROD-004,2026-01-10,False,,92.46
INSP-0000369,MCH-003-03-03,PROD-001,2026-01-11,False,,97.53
INSP-0000370,MCH-003-03-03,PROD-002,2026-01-13,False,,95.18
INSP-0000371,MCH-003-03-03,PROD-006,2026-01-14,False,,97.71
INSP-0000372,MCH-003-03-03,PROD-009,2026-01-19,False,,99.0
INSP-0000373,MCH-003-03-03,PROD-003,2026-01-24,False,,92.44
INSP-0000374,MCH-003-03-03,PROD-002,2026-01-27,False,,96.5
INSP-0000375,MCH-003-03-03,PROD-004,2026-01-28,False,,98.33
INSP-0000376,MCH-003-03-03,PROD-003,2026-01-30,False,,95.86
INSP-0000377,MCH-003-03-04,PROD-003,2026-01-03,False,,99.04
INSP-0000378,MCH-003-03-04,PROD-001,2026-01-05,False,,98.6
INSP-0000379,MCH-003-03-04,PROD-001,2026-01-06,False,,98.12
INSP-0000380,MCH-003-03-04,PROD-008,2026-01-07,False,,92.49
INSP-0000381,MCH-003-03-04,PROD-005,2026-01-08,True,Dimensional Error,88.99
INSP-0000382,MCH-003-03-04,PROD-008,2026-01-13,False,,96.17
INSP-0000383,MCH-003-03-04,PROD-009,2026-01-18,False,,98.22
INSP-0000384,MCH-003-03-04,PROD-004,2026-01-20,False,,98.4
INSP-0000385,MCH-003-03-04,PROD-009,2026-01-22,False,,92.04
INSP-0000386,MCH-003-03-04,PROD-005,2026-01-26,False,,93.86
INSP-0000387,MCH-004-01-01,PROD-008,2026-01-03,False,,96.56
INSP-0000388,MCH-004-01-01,PROD-005,2026-01-10,False,,94.94
INSP-0000389,MCH-004-01-01,PROD-004,2026-01-11,False,,97.36
INSP-0000390,MCH-004-01-01,PROD-009,2026-01-14,False,,92.0
INSP-0000391,MCH-004-01-01,PROD-005,2026-01-15,False,,97.33
INSP-0000392,MCH-004-01-01,PROD-004,2026-01-17,False,,98.89
INSP-0000393,MCH-004-01-01,PROD-007,2026-01-22,False,,91.95
INSP-0000394,MCH-004-01-01,PROD-006,2026-01-24,False,,96.27
INSP-0000395,MCH-004-01-01,PROD-009,2026-01-28,False,,96.54
INSP-0000396,MCH-004-01-02,PROD-003,2026-01-10,False,,95.93
INSP-0000397,MCH-004-01-02,PROD-002,2026-01-11,False,,98.88
INSP-0000398,MCH-004-01-02,PROD-005,2026-01-15,False,,94.88
INSP-0000399,MCH-004-01-02,PROD-002,2026-01-19,False,,94.49
INSP-0000400,MCH-004-01-02,PROD-002,2026-01-25,False,,91.25
INSP-0000401,MCH-004-01-03,PROD-006,2026-01-02,False,,91.97
INSP-0000402,MCH-004-01-03,PROD-002,2026-01-03,False,,90.42
INSP-0000403,MCH-004-01-03,PROD-003,2026-01-05,False,,93.57
INSP-0000404,MCH-004-01-03,PROD-005,2026-01-06,False,,92.93
INSP-0000405,MCH-004-01-03,PROD-004,2026-01-07,False,,95.93
INSP-0000406,MCH-004-01-03,PROD-004,2026-01-14,False,,99.66
INSP-0000407,MCH-004-01-03,PROD-006,2026-01-21,False,,90.96
INSP-0000408,MCH-004-01-03,PROD-002,2026-01-25,False,,96.01
INSP-0000409,MCH-004-01-04,PROD-001,2026-01-01,False,,95.53
INSP-0000410,MCH-004-01-04,PROD-004,2026-01-03,False,,91.31
INSP-0000411,MCH-004-01-04,PROD-001,2026-01-04,False,,97.6
INSP-0000412,MCH-004-01-04,PROD-008,2026-01-06,False,,90.55
INSP-0000413,MCH-004-01-04,PROD-004,2026-01-07,False,,93.77
INSP-0000414,MCH-004-01-04,PROD-006,2026-01-14,False,,92.23
INSP-0000415,MCH-004-01-04,PROD-005,2026-01-17,False,,96.68
INSP-0000416,MCH-004-01-04,PROD-007,2026-01-20,False,,92.29
INSP-0000417,MCH-004-01-04,PROD-008,2026-01-21,False,,97.47
INSP-0000418,MCH-004-01-04,PROD-002,2026-01-22,False,,94.09
INSP-0000419,MCH-004-01-04,PROD-005,2026-01-25,False,,91.23
INSP-0000420,MCH-004-01-04,PROD-002,2026-01-26,False,,96.26
INSP-0000421,MCH-004-02-01,PROD-003,2026-01-01,False,,93.72
INSP-0000422,MCH-004-02-01,PROD-001,2026-01-09,False,,98.8
INSP-0000423,MCH-004-02-01,PROD-010,2026-01-10,False,,97.71
INSP-0000424,MCH-004-02-01,PROD-008,2026-01-11,False,,94.14
INSP-0000425,MCH-004-02-01,PROD-007,2026-01-13,False,,94.35
INSP-0000426,MCH-004-02-01,PROD-003,2026-01-18,False,,90.66
INSP-0000427,MCH-004-02-01,PROD-005,2026-01-22,False,,93.12
INSP-0000428,MCH-004-02-01,PROD-009,2026-01-24,False,,99.95
INSP-0000429,MCH-004-02-02,PROD-004,2026-01-02,False,,94.14
INSP-0000430,MCH-004-02-02,PROD-010,2026-01-03,False,,90.69
INSP-0000431,MCH-004-02-02,PROD-010,2026-01-04,False,,91.71
INSP-0000432,MCH-004-02-02,PROD-003,2026-01-05,False,,91.89
INSP-0000433,MCH-004-02-02,PROD-008,2026-01-06,True,Assembly Error,87.8
INSP-0000434,MCH-004-02-02,PROD-001,2026-01-08,False,,92.83
INSP-0000435,MCH-004-02-02,PROD-008,2026-01-09,False,,92.6
INSP-0000436,MCH-004-02-02,PROD-003,2026-01-14,False,,98.96
INSP-0000437,MCH-004-02-02,PROD-008,2026-01-16,False,,96.44
INSP-0000438,MCH-004-02-02,PROD-007,2026-01-17,False,,99.6
INSP-0000439,MCH-004-02-02,PROD-003,2026-01-24,False,,91.31
INSP-0000440,MCH-004-02-02,PROD-006,2026-01-28,False,,93.3
INSP-0000441,MCH-004-02-02,PROD-008,2026-01-29,False,,99.45
INSP-0000442,MCH-004-02-02,PROD-001,2026-01-30,False,,96.35
INSP-0000443,MCH-004-02-03,PROD-009,2026-01-02,False,,96.86
INSP-0000444,MCH-004-02-03,PROD-003,2026-01-03,False,,95.22
INSP-0000445,MCH-004-02-03,PROD-007,2026-01-04,False,,93.03
INSP-0000446,MCH-004-02-03,PROD-010,2026-01-05,False,,98.56
INSP-0000447,MCH-004-02-03,PROD-001,2026-01-16,False,,90.46
INSP-0000448,MCH-004-02-03,PROD-008,2026-01-18,False,,91.94
INSP-0000449,MCH-004-02-03,PROD-007,2026-01-21,False,,93.98
INSP-0000450,MCH-004-02-03,PROD-005,2026-01-22,False,,97.84
INSP-0000451,MCH-004-02-03,PROD-007,2026-01-29,False,,93.67
INSP-0000452,MCH-004-02-03,PROD-008,2026-01-30,True,Dimensional Error,99.17
INSP-0000453,MCH-004-02-04,PROD-001,2026-01-03,False,,96.82
INSP-0000454,MCH-004-02-04,PROD-001,2026-01-05,False,,96.13
INSP-0000455,MCH-004-02-04,PROD-005,2026-01-06,False,,90.07
INSP-0000456,MCH-004-02-04,PROD-007,2026-01-07,False,,90.11
INSP-0000457,MCH-004-02-04,PROD-006,2026-01-11,False,,95.54
INSP-0000458,MCH-004-02-04,PROD-008,2026-01-12,False,,97.8
INSP-0000459,MCH-004-02-04,PROD-006,2026-01-16,False,,90.14
INSP-0000460,MCH-004-02-04,PROD-003,2026-01-17,False,,99.38
INSP-0000461,MCH-004-02-04,PROD-001,2026-01-25,False,,99.75
INSP-0000462,MCH-004-03-01,PROD-005,2026-01-05,False,,95.5
INSP-0000463,MCH-004-03-01,PROD-010,2026-01-09,False,,99.3
INSP-0000464,MCH-004-03-01,PROD-003,2026-01-10,False,,98.86
INSP-0000465,MCH-004-03-01,PROD-004,2026-01-19,False,,92.81
INSP-0000466,MCH-004-03-01,PROD-004,2026-01-24,False,,91.55
INSP-0000467,MCH-004-03-01,PROD-008,2026-01-25,True,Dimensional Error,97.85
INSP-0000468,MCH-004-03-01,PROD-010,2026-01-26,False,,97.37
INSP-0000469,MCH-004-03-01,PROD-009,2026-01-27,False,,98.56
INSP-0000470,MCH-004-03-01,PROD-003,2026-01-30,False,,99.69
INSP-0000471,MCH-004-03-02,PROD-009,2026-01-02,False,,90.8
INSP-0000472,MCH-004-03-02,PROD-010,2026-01-03,False,,97.26
INSP-0000473,MCH-004-03-02,PROD-009,2026-01-07,False,,92.66
INSP-0000474,MCH-004-03-02,PROD-008,2026-01-08,False,,95.92
INSP-0000475,MCH-004-03-02,PROD-002,2026-01-09,False,,97.31
INSP-0000476,MCH-004-03-02,PROD-010,2026-01-22,False,,92.37
INSP-0000477,MCH-004-03-02,PROD-010,2026-01-24,False,,95.36
INSP-0000478,MCH-004-03-02,PROD-009,2026-01-25,False,,92.23
INSP-0000479,MCH-004-03-02,PROD-007,2026-01-28,False,,99.91
INSP-0000480,MCH-004-03-02,PROD-010,2026-01-30,False,,98.49
INSP-0000481,MCH-004-03-03,PROD-002,2026-01-04,False,,96.04
INSP-0000482,MCH-004-03-03,PROD-003,2026-01-05,False,,97.96
INSP-0000483,MCH-004-03-03,PROD-006,2026-01-08,False,,95.48
INSP-0000484,MCH-004-03-03,PROD-004,2026-01-10,False,,91.2
INSP-0000485,MCH-004-03-03,PROD-009,2026-01-13,False,,93.45
INSP-0000486,MCH-004-03-03,PROD-001,2026-01-14,False,,99.71
INSP-0000487,MCH-004-03-03,PROD-002,2026-01-15,False,,98.62
INSP-0000488,MCH-004-03-03,PROD-010,2026-01-22,False,,90.29
INSP-0000489,MCH-004-03-03,PROD-010,2026-01-23,False,,90.48
INSP-0000490,MCH-004-03-03,PROD-008,2026-01-24,False,,99.67
INSP-0000491,MCH-004-03-03,PROD-003,2026-01-25,False,,94.02
INSP-0000492,MCH-004-03-03,PROD-010,2026-01-27,False,,93.06
INSP-0000493,MCH-004-03-04,PROD-005,2026-01-03,False,,96.58
INSP-0000494,MCH-004-03-04,PROD-006,2026-01-04,False,,90.65
INSP-0000495,MCH-004-03-04,PROD-007,2026-01-05,False,,95.47
INSP-0000496,MCH-004-03-04,PROD-005,2026-01-18,False,,98.03
INSP-0000497,MCH-004-03-04,PROD-010,2026-01-20,False,,93.67
INSP-0000498,MCH-004-03-04,PROD-004,2026-01-25,False,,93.84
INSP-0000499,MCH-004-03-04,PROD-001,2026-01-30,False,,93.95
INSP-0000500,MCH-005-01-01,PROD-008,2026-01-01,False,,98.5
INSP-0000501,MCH-005-01-01,PROD-006,2026-01-02,False,,99.03
INSP-0000502,MCH-005-01-01,PROD-005,2026-01-03,False,,98.88
INSP-0000503,MCH-005-01-01,PROD-006,2026-01-04,False,,96.47
INSP-0000504,MCH-005-01-01,PROD-008,2026-01-07,False,,99.64
INSP-0000505,MCH-005-01-01,PROD-007,2026-01-08,False,,90.58
INSP-0000506,MCH-005-01-01,PROD-001,2026-01-11,False,,92.7
INSP-0000507,MCH-005-01-01,PROD-002,2026-01-12,False,,96.39
INSP-0000508,MCH-005-01-01,PROD-007,2026-01-13,False,,90.56
INSP-0000509,MCH-005-01-01,PROD-001,2026-01-14,False,,97.82
INSP-0000510,MCH-005-01-01,PROD-010,2026-01-17,False,,96.87
INSP-0000511,MCH-005-01-01,PROD-007,2026-01-18,False,,92.61
INSP-0000512,MCH-005-01-01,PROD-006,2026-01-20,False,,97.97
INSP-0000513,MCH-005-01-01,PROD-001,2026-01-23,False,,91.59
INSP-0000514,MCH-005-01-01,PROD-007,2026-01-24,False,,97.95
INSP-0000515,MCH-005-01-01,PROD-001,2026-01-25,False,,90.71
INSP-0000516,MCH-005-01-01,PROD-001,2026-01-30,False,,95.56
INSP-0000517,MCH-005-01-02,PROD-002,2026-01-07,False,,96.02
INSP-0000518,MCH-005-01-02,PROD-003,2026-01-10,True,Assembly Error,79.37
INSP-0000519,MCH-005-01-02,PROD-006,2026-01-12,True,Assembly Error,71.01
INSP-0000520,MCH-005-01-02,PROD-008,2026-01-15,False,,99.39
INSP-0000521,MCH-005-01-02,PROD-010,2026-01-16,False,,99.6
INSP-0000522,MCH-005-01-02,PROD-003,2026-01-17,False,,90.09
INSP-0000523,MCH-005-01-02,PROD-005,2026-01-22,False,,95.55
INSP-0000524,MCH-005-01-02,PROD-010,2026-01-24,False,,90.81
INSP-0000525,MCH-005-01-02,PROD-004,2026-01-25,False,,99.83
INSP-0000526,MCH-005-01-02,PROD-007,2026-01-27,False,,92.5
INSP-0000527,MCH-005-01-02,PROD-003,2026-01-30,False,,94.47
INSP-0000528,MCH-005-01-03,PROD-005,2026-01-03,False,,93.75
INSP-0000529,MCH-005-01-03,PROD-008,2026-01-05,False,,98.79
INSP-0000530,MCH-005-01-03,PROD-007,2026-01-07,False,,98.17
INSP-0000531,MCH-005-01-03,PROD-009,2026-01-08,False,,90.53
INSP-0000532,MCH-005-01-03,PROD-005,2026-01-12,False,,94.38
INSP-0000533,MCH-005-01-03,PROD-002,2026-01-14,False,,98.58
INSP-0000534,MCH-005-01-03,PROD-001,2026-01-15,False,,90.45
INSP-0000535,MCH-005-01-03,PROD-004,2026-01-16,False,,91.15
INSP-0000536,MCH-005-01-03,PROD-003,2026-01-17,False,,95.93
INSP-0000537,MCH-005-01-03,PROD-002,2026-01-18,False,,93.67
INSP-0000538,MCH-005-01-03,PROD-006,2026-01-22,False,,98.78
INSP-0000539,MCH-005-01-03,PROD-002,2026-01-23,False,,98.25
INSP-0000540,MCH-005-01-03,PROD-007,2026-01-25,False,,93.7
INSP-0000541,MCH-005-01-03,PROD-003,2026-01-26,False,,94.03
INSP-0000542,MCH-005-01-03,PROD-005,2026-01-29,False,,95.24
INSP-0000543,MCH-005-01-03,PROD-002,2026-01-30,False,,92.64
INSP-0000544,MCH-005-01-04,PROD-005,2026-01-01,False,,99.4
INSP-0000545,MCH-005-01-04,PROD-003,2026-01-05,False,,91.27
INSP-0000546,MCH-005-01-04,PROD-009,2026-01-09,False,,90.58
INSP-0000547,MCH-005-01-04,PROD-004,2026-01-11,False,,91.49
INSP-0000548,MCH-005-01-04,PROD-010,2026-01-13,False,,99.02
INSP-0000549,MCH-005-01-04,PROD-010,2026-01-25,False,,91.77
INSP-0000550,MCH-005-01-04,PROD-003,2026-01-27,False,,91.13
INSP-0000551,MCH-005-02-01,PROD-009,2026-01-03,False,,97.73
INSP-0000552,MCH-005-02-01,PROD-008,2026-01-05,False,,94.9
INSP-0000553,MCH-005-02-01,PROD-003,2026-01-08,False,,93.64
INSP-0000554,MCH-005-02-01,PROD-007,2026-01-09,False,,93.1
INSP-0000555,MCH-005-02-01,PROD-003,2026-01-17,False,,96.23
INSP-0000556,MCH-005-02-01,PROD-008,2026-01-19,False,,95.95
INSP-0000557,MCH-005-02-01,PROD-006,2026-01-20,False,,95.64
INSP-0000558,MCH-005-02-01,PROD-006,2026-01-22,False,,93.25
INSP-0000559,MCH-005-02-01,PROD-009,2026-01-24,False,,93.41
INSP-0000560,MCH-005-02-01,PROD-007,2026-01-28,False,,99.9
INSP-0000561,MCH-005-02-01,PROD-004,2026-01-29,False,,92.3
INSP-0000562,MCH-005-02-02,PROD-004,2026-01-01,False,,97.2
INSP-0000563,MCH-005-02-02,PROD-006,2026-01-02,False,,90.22
INSP-0000564,MCH-005-02-02,PROD-006,2026-01-04,False,,91.94
INSP-0000565,MCH-005-02-02,PROD-007,2026-01-05,True,Surface Defect,96.33
INSP-0000566,MCH-005-02-02,PROD-006,2026-01-09,False,,97.46
INSP-0000567,MCH-005-02-02,PROD-006,2026-01-11,False,,96.1
INSP-0000568,MCH-005-02-02,PROD-003,2026-01-14,False,,95.82
INSP-0000569,MCH-005-02-02,PROD-005,2026-01-15,False,,95.48
INSP-0000570,MCH-005-02-02,PROD-009,2026-01-19,False,,95.87
INSP-0000571,MCH-005-02-02,PROD-001,2026-01-20,False,,93.63
INSP-0000572,MCH-005-02-02,PROD-008,2026-01-21,False,,93.72
INSP-0000573,MCH-005-02-02,PROD-010,2026-01-30,False,,95.71
INSP-0000574,MCH-005-02-03,PROD-006,2026-01-02,False,,97.94
INSP-0000575,MCH-005-02-03,PROD-002,2026-01-04,False,,98.57
INSP-0000576,MCH-005-02-03,PROD-003,2026-01-11,False,,97.85
INSP-0000577,MCH-005-02-03,PROD-001,2026-01-14,False,,99.8
INSP-0000578,MCH-005-02-03,PROD-002,2026-01-18,False,,98.15
INSP-0000579,MCH-005-02-03,PROD-006,2026-01-22,False,,92.58
INSP-0000580,MCH-005-02-03,PROD-001,2026-01-25,False,,91.96
INSP-0000581,MCH-005-02-03,PROD-010,2026-01-27,False,,90.17
INSP-0000582,MCH-005-02-03,PROD-006,2026-01-28,False,,93.04
INSP-0000583,MCH-005-02-03,PROD-002,2026-01-29,False,,92.62
INSP-0000584,MCH-005-02-03,PROD-006,2026-01-30,False,,95.86
INSP-0000585,MCH-005-02-04,PROD-005,2026-01-01,False,,90.39
INSP-0000586,MCH-005-02-04,PROD-007,2026-01-02,False,,94.29
INSP-0000587,MCH-005-02-04,PROD-006,2026-01-04,False,,99.63
INSP-0000588,MCH-005-02-04,PROD-004,2026-01-11,False,,94.11
INSP-0000589,MCH-005-02-04,PROD-006,2026-01-12,False,,94.02
INSP-0000590,MCH-005-02-04,PROD-005,2026-01-13,False,,94.22
INSP-0000591,MCH-005-02-04,PROD-003,2026-01-15,False,,99.53
INSP-0000592,MCH-005-02-04,PROD-003,2026-01-23,False,,98.21
INSP-0000593,MCH-005-02-04,PROD-010,2026-01-24,False,,95.39
INSP-0000594,MCH-005-02-04,PROD-004,2026-01-25,False,,95.8
INSP-0000595,MCH-005-02-04,PROD-002,2026-01-28,False,,94.42
INSP-0000596,MCH-005-03-01,PROD-010,2026-01-02,False,,96.6
INSP-0000597,MCH-005-03-01,PROD-003,2026-01-03,False,,93.24
INSP-0000598,MCH-005-03-01,PROD-007,2026-01-05,False,,98.47
INSP-0000599,MCH-005-03-01,PROD-003,2026-01-08,False,,90.37
INSP-0000600,MCH-005-03-01,PROD-007,2026-01-09,False,,92.45
INSP-0000601,MCH-005-03-01,PROD-005,2026-01-16,False,,96.73
INSP-0000602,MCH-005-03-01,PROD-008,2026-01-20,False,,95.64
INSP-0000603,MCH-005-03-01,PROD-009,2026-01-28,False,,95.68
INSP-0000604,MCH-005-03-02,PROD-006,2026-01-09,False,,95.88
INSP-0000605,MCH-005-03-02,PROD-001,2026-01-11,False,,98.22
INSP-0000606,MCH-005-03-02,PROD-002,2026-01-12,False,,92.24
INSP-0000607,MCH-005-03-02,PROD-001,2026-01-19,False,,91.21
INSP-0000608,MCH-005-03-02,PROD-010,2026-01-20,True,Dimensional Error,86.95
INSP-0000609,MCH-005-03-02,PROD-001,2026-01-24,False,,96.76
INSP-0000610,MCH-005-03-02,PROD-005,2026-01-29,False,,93.09
INSP-0000611,MCH-005-03-02,PROD-007,2026-01-30,False,,99.93
INSP-0000612,MCH-005-03-03,PROD-008,2026-01-07,False,,97.75
INSP-0000613,MCH-005-03-03,PROD-010,2026-01-13,False,,98.28
INSP-0000614,MCH-005-03-03,PROD-010,2026-01-17,False,,90.07
INSP-0000615,MCH-005-03-03,PROD-006,2026-01-24,False,,96.05
INSP-0000616,MCH-005-03-03,PROD-008,2026-01-27,False,,92.16
INSP-0000617,MCH-005-03-03,PROD-004,2026-01-29,False,,91.13
INSP-0000618,MCH-005-03-04,PROD-004,2026-01-03,False,,96.58
INSP-0000619,MCH-005-03-04,PROD-004,2026-01-04,False,,90.87
INSP-0000620,MCH-005-03-04,PROD-006,2026-01-06,False,,96.5
INSP-0000621,MCH-005-03-04,PROD-003,2026-01-11,False,,94.31
INSP-0000622,MCH-005-03-04,PROD-005,2026-01-17,False,,92.58
INSP-0000623,MCH-005-03-04,PROD-005,2026-01-18,False,,99.41
INSP-0000624,MCH-005-03-04,PROD-008,2026-01-20,False,,97.43
INSP-0000625,MCH-005-03-04,PROD-009,2026-01-23,False,,99.06
INSP-0000626,MCH-005-03-04,PROD-008,2026-01-26,False,,98.12
INSP-0000627,MCH-005-03-04,PROD-004,2026-01-27,False,,95.76
INSP-0000628,MCH-005-03-04,PROD-010,2026-01-30,False,,99.27
